   0.100000E-01    0.593036E-01   -0.149065E-01   -0.759061E-01    0.115379E+05    0.421792E+04             INF             INF
   0.229644E-01    0.628176E-01   -0.149065E-01   -0.759335E-01    0.115379E+05    0.421792E+04             INF             INF
   0.243251E-01    0.665398E-01   -0.149089E-01   -0.759638E-01    0.115379E+05    0.421792E+04             INF             INF
   0.257664E-01    0.704825E-01   -0.149136E-01   -0.759975E-01    0.115379E+05    0.421792E+04             INF             INF
   0.272932E-01    0.746588E-01   -0.149203E-01   -0.760349E-01    0.115379E+05    0.421792E+04             INF             INF
   0.289104E-01    0.790827E-01   -0.149287E-01   -0.760767E-01    0.115379E+05    0.421792E+04             INF             INF
   0.306235E-01    0.837686E-01   -0.149387E-01   -0.761232E-01    0.115379E+05    0.421792E+04             INF             INF
   0.324380E-01    0.887322E-01   -0.149501E-01   -0.761750E-01    0.115379E+05    0.421792E+04             INF             INF
   0.343601E-01    0.939899E-01   -0.149630E-01   -0.762326E-01    0.115379E+05    0.421792E+04             INF             INF
   0.363961E-01    0.995592E-01   -0.149774E-01   -0.762968E-01    0.115379E+05    0.421792E+04             INF             INF
   0.385527E-01    0.105458E+00   -0.149934E-01   -0.763682E-01    0.115379E+05    0.421792E+04             INF             INF
   0.408371E-01    0.111707E+00   -0.150111E-01   -0.764475E-01    0.115379E+05    0.421792E+04             INF             INF
   0.432568E-01    0.118326E+00   -0.150307E-01   -0.765355E-01    0.115379E+05    0.421792E+04             INF             INF
   0.458199E-01    0.125338E+00   -0.150523E-01   -0.766331E-01    0.115379E+05    0.421792E+04             INF             INF
   0.485349E-01    0.132764E+00   -0.150762E-01   -0.767411E-01    0.115379E+05    0.421792E+04             INF             INF
   0.514108E-01    0.140631E+00   -0.151025E-01   -0.768605E-01    0.115379E+05    0.421792E+04             INF             INF
   0.544571E-01    0.148964E+00   -0.151316E-01   -0.769923E-01    0.115379E+05    0.421792E+04             INF             INF
   0.576839E-01    0.157791E+00   -0.151635E-01   -0.771374E-01    0.115379E+05    0.421792E+04             INF             INF
   0.611019E-01    0.167140E+00   -0.151987E-01   -0.772969E-01    0.115379E+05    0.421792E+04             INF             INF
   0.647224E-01    0.177044E+00   -0.152373E-01   -0.774718E-01    0.115379E+05    0.421792E+04             INF             INF
   0.685574E-01    0.187535E+00   -0.152797E-01   -0.776633E-01    0.115379E+05    0.421792E+04             INF             INF
   0.726197E-01    0.198647E+00   -0.153259E-01   -0.778722E-01    0.115379E+05    0.421792E+04             INF             INF
   0.769227E-01    0.210417E+00   -0.153764E-01   -0.780995E-01    0.115379E+05    0.421792E+04             INF             INF
   0.814807E-01    0.222885E+00   -0.154312E-01   -0.783460E-01    0.115379E+05    0.421792E+04             INF             INF
   0.863087E-01    0.236092E+00   -0.154904E-01   -0.786125E-01    0.115379E+05    0.421792E+04             INF             INF
   0.914228E-01    0.250081E+00   -0.155543E-01   -0.788997E-01    0.115379E+05    0.421792E+04             INF             INF
   0.968400E-01    0.264900E+00   -0.156228E-01   -0.792077E-01    0.115379E+05    0.421792E+04             INF             INF
   0.102578E+00    0.280596E+00   -0.156957E-01   -0.795370E-01    0.115379E+05    0.421792E+04             INF             INF
