# Data set from Waszek and Deuss 2011, Journal of Geophysical Research. 
# Provide geographical coordinates of in and out point (at the ICB) and bottom turning point, and travel time residual associated with each raypath. 
# "PKIKP-PKiKP travel time residual", 
# "turn lat",
# "turn lon", 
# "turn depth", 
# "in lat", 
# "in lon", 
# "out lat", 
# "out lon" 
0.2199 29.84 132.61 63.1 18.35 148.19 39.08 113.44
0.11401 21.88 132.9 16.3 16.7 140.95 26.65 124.27
0.08994 21.88 132.9 16.3 16.7 140.95 26.65 124.27
0.08994 21.88 132.9 16.3 16.7 140.95 26.65 124.27
0.11401 21.88 132.9 16.3 16.7 140.95 26.65 124.27
0.1029 21.88 132.9 16.3 16.7 140.95 26.65 124.27
0.16 49.67 133.06 87 31.07 147.35 64.53 103.6
0.2201 45.27 130.43 47 32.37 141.99 56.35 112.64
0.1901 28.57 113.46 37 20.61 126.01 35.2 99.05
0.0899 44.43 129.1 46.5 31.84 140.88 55.18 111.41
0.384 49.2 132.95 80 31.44 146.79 63.6 105.63
0.152 36.85 118.26 55.1 25.35 132.96 45.96 98.99
0.3069 51.12 137.06 83.3 32.3 149.74 66.81 108.95
0.195 25.87 127.36 59 14.95 142.14 35.02 109.85
0.1149 25.86 125.26 86 12.85 143.27 36.16 103.34
0.0299 25.39 127.8 50.4 15.32 141.47 33.98 111.85
0.2453 26.33 127.28 63.7 14.9 142.64 35.8 108.87
0.0118 24.54 125.22 72.6 12.84 141.84 34.09 105.54
0.11 39.08 145.64 36.5 27.57 154.78 49.6 133.09
-0.384 33.85 -28.46 43.2 21.85 -38.75 44.72 -14.96
-0.9579 27.28 -15.69 97.5 11.85 -33.54 39.78 7.27
-0.36 28.94 -17.59 92.7 13.41 -34.66 41.62 4.87
-0.6069 36.65 -27.21 88.1 19.19 -41.76 51.37 -4.88
-0.7 36.65 -27.21 88.1 19.2 -41.76 51.37 -4.88
-0.42705 37.48 -99.61 30 26.52 -92.39 47.85 -109.26
-0.4701 44.84 -85.54 58.2 27.94 -79.9 61.22 -95.93
-0.4101 35.85 -29.79 34.2 25.21 -39.2 45.53 -17.59
-0.5951 38.83 -28.8 71.4 23.12 -42.22 52.18 -8.43
-0.3349 30.01 -16.77 90.4 15.22 -34.37 41.72 6.23
-0.37526 -61.25 -147.57 28.7 -59.04 -123.23 -58.88 -171.8
0.5219 -32.13 105.94 95.4 -33.48 132.75 -25.53 81.31
0.3751 6.99 117.94 88.5 -1.57 137.9 14.68 97.29
-0.636 39.51 -111.57 50.9 49.82 -129.54 27.19 -98.63
0.1701 -17.33 140.57 22.3 -6.58 141.46 -28.08 139.57
0.45 -1.84 23.52 37.8 -14.23 16.78 10.56 30.17
0.27 -2.58 24.45 35.8 -14.55 17.79 9.43 30.98
0.0031 21.97 137.23 25.5 13.37 145.29 30.13 128.17
