   0.100000E-01    0.574067E-01   -0.130962E-02   -0.729615E-02    0.112664E+05    0.411355E+04             INF             INF
   0.222020E-01    0.608083E-01   -0.130962E-02   -0.729891E-02    0.112664E+05    0.411355E+04             INF             INF
   0.235176E-01    0.644114E-01   -0.130971E-02   -0.730196E-02    0.112664E+05    0.411355E+04             INF             INF
   0.249111E-01    0.682280E-01   -0.131002E-02   -0.730536E-02    0.112664E+05    0.411355E+04             INF             INF
   0.263872E-01    0.722708E-01   -0.131052E-02   -0.730913E-02    0.112664E+05    0.411355E+04             INF             INF
   0.279507E-01    0.765531E-01   -0.131118E-02   -0.731334E-02    0.112664E+05    0.411355E+04             INF             INF
   0.296069E-01    0.810891E-01   -0.131200E-02   -0.731802E-02    0.112664E+05    0.411355E+04             INF             INF
   0.313612E-01    0.858940E-01   -0.131295E-02   -0.732324E-02    0.112664E+05    0.411355E+04             INF             INF
   0.332195E-01    0.909835E-01   -0.131403E-02   -0.732905E-02    0.112664E+05    0.411355E+04             INF             INF
   0.351879E-01    0.963746E-01   -0.131525E-02   -0.733552E-02    0.112664E+05    0.411355E+04             INF             INF
   0.372729E-01    0.102085E+00   -0.131660E-02   -0.734272E-02    0.112664E+05    0.411355E+04             INF             INF
   0.394814E-01    0.108134E+00   -0.131810E-02   -0.735072E-02    0.112664E+05    0.411355E+04             INF             INF
   0.418209E-01    0.114541E+00   -0.131976E-02   -0.735961E-02    0.112664E+05    0.411355E+04             INF             INF
   0.442989E-01    0.121328E+00   -0.132160E-02   -0.736948E-02    0.112664E+05    0.411355E+04             INF             INF
   0.469238E-01    0.128518E+00   -0.132362E-02   -0.738042E-02    0.112664E+05    0.411355E+04             INF             INF
   0.497042E-01    0.136133E+00   -0.132586E-02   -0.739252E-02    0.112664E+05    0.411355E+04             INF             INF
   0.526494E-01    0.144199E+00   -0.132832E-02   -0.740589E-02    0.112664E+05    0.411355E+04             INF             INF
   0.557690E-01    0.152743E+00   -0.133104E-02   -0.742064E-02    0.112664E+05    0.411355E+04             INF             INF
   0.590735E-01    0.161794E+00   -0.133403E-02   -0.743688E-02    0.112664E+05    0.411355E+04             INF             INF
   0.625739E-01    0.171381E+00   -0.133732E-02   -0.745472E-02    0.112664E+05    0.411355E+04             INF             INF
   0.662816E-01    0.181536E+00   -0.134093E-02   -0.747428E-02    0.112664E+05    0.411355E+04             INF             INF
   0.702090E-01    0.192293E+00   -0.134488E-02   -0.749567E-02    0.112664E+05    0.411355E+04             INF             INF
   0.743692E-01    0.203687E+00   -0.134920E-02   -0.751899E-02    0.112664E+05    0.411355E+04             INF             INF
   0.787758E-01    0.215756E+00   -0.135390E-02   -0.754435E-02    0.112664E+05    0.411355E+04             INF             INF
   0.834436E-01    0.228540E+00   -0.135899E-02   -0.757184E-02    0.112664E+05    0.411355E+04             INF             INF
   0.883880E-01    0.242082E+00   -0.136450E-02   -0.760154E-02    0.112664E+05    0.411355E+04             INF             INF
   0.936253E-01    0.256426E+00   -0.137042E-02   -0.763350E-02    0.112664E+05    0.411355E+04             INF             INF
   0.991729E-01    0.271621E+00   -0.137675E-02   -0.766777E-02    0.112664E+05    0.411355E+04             INF             INF
   0.105049E+00    0.287715E+00   -0.138347E-02   -0.770436E-02    0.112664E+05    0.411355E+04             INF             INF
   0.111274E+00    0.304763E+00   -0.139057E-02   -0.774325E-02    0.112664E+05    0.411355E+04             INF             INF
   0.117867E+00    0.322822E+00   -0.139801E-02   -0.778440E-02    0.112664E+05    0.411355E+04             INF             INF
   0.124851E+00    0.341950E+00   -0.140571E-02   -0.782774E-02    0.112664E+05    0.411355E+04             INF             INF
   0.132249E+00    0.362212E+00   -0.141361E-02   -0.787315E-02    0.112664E+05    0.411355E+04             INF             INF
   0.140085E+00    0.383674E+00   -0.142160E-02   -0.792049E-02    0.112664E+05    0.411355E+04             INF             INF
   0.148386E+00    0.406408E+00   -0.142956E-02   -0.796958E-02    0.112664E+05    0.411355E+04             INF             INF
   0.157178E+00    0.430490E+00   -0.143733E-02   -0.802022E-02    0.112664E+05    0.411355E+04             INF             INF
   0.166492E+00    0.455998E+00   -0.144471E-02   -0.807219E-02    0.112664E+05    0.411355E+04             INF             INF
   0.176357E+00    0.483017E+00   -0.145150E-02   -0.812523E-02    0.112664E+05    0.411355E+04             INF             INF
   0.186807E+00    0.511638E+00   -0.145745E-02   -0.817909E-02    0.112664E+05    0.411355E+04             INF             INF
   0.197876E+00    0.541954E+00   -0.146228E-02   -0.823351E-02    0.112664E+05    0.411355E+04             INF             INF
   0.209601E+00    0.574067E+00   -0.146568E-02   -0.828823E-02    0.112664E+05    0.411355E+04             INF             INF
   0.222020E+00    0.608083E+00   -0.146735E-02   -0.834300E-02    0.112664E+05    0.411355E+04             INF             INF
   0.235176E+00    0.644114E+00   -0.146693E-02   -0.839758E-02    0.112664E+05    0.411355E+04             INF             INF
   0.249111E+00    0.682280E+00   -0.146409E-02   -0.845175E-02    0.112664E+05    0.411355E+04             INF             INF
   0.263872E+00    0.722708E+00   -0.145849E-02   -0.850534E-02    0.112664E+05    0.411355E+04             INF             INF
   0.279507E+00    0.765531E+00   -0.144980E-02   -0.855816E-02    0.112664E+05    0.411355E+04             INF             INF
   0.296069E+00    0.810891E+00   -0.143773E-02   -0.861010E-02    0.112664E+05    0.411355E+04             INF             INF
   0.313612E+00    0.858940E+00   -0.142201E-02   -0.866103E-02    0.112664E+05    0.411355E+04             INF             INF
   0.332195E+00    0.909835E+00   -0.140242E-02   -0.871087E-02    0.112664E+05    0.411355E+04             INF             INF
   0.351879E+00    0.963746E+00   -0.137883E-02   -0.875957E-02    0.112664E+05    0.411355E+04             INF             INF
   0.372729E+00    0.102085E+01   -0.135115E-02   -0.880709E-02    0.112664E+05    0.411355E+04             INF             INF
   0.394814E+00    0.108134E+01   -0.131937E-02   -0.885339E-02    0.112664E+05    0.411355E+04             INF             INF
   0.418209E+00    0.114541E+01   -0.128358E-02   -0.889849E-02    0.112664E+05    0.411355E+04             INF             INF
   0.442989E+00    0.121328E+01   -0.124394E-02   -0.894236E-02    0.112664E+05    0.411355E+04             INF             INF
   0.469238E+00    0.128518E+01   -0.120069E-02   -0.898504E-02    0.112664E+05    0.411355E+04             INF             INF
   0.497042E+00    0.136133E+01   -0.115417E-02   -0.902653E-02    0.112664E+05    0.411355E+04             INF             INF
   0.526494E+00    0.144199E+01   -0.110475E-02   -0.906685E-02    0.112664E+05    0.411355E+04             INF             INF
   0.557690E+00    0.152743E+01   -0.105291E-02   -0.910603E-02    0.112664E+05    0.411355E+04             INF             INF
   0.590735E+00    0.161794E+01   -0.999120E-03   -0.914407E-02    0.112664E+05    0.411355E+04             INF             INF
   0.625739E+00    0.171381E+01   -0.943919E-03   -0.918101E-02    0.112664E+05    0.411355E+04             INF             INF
   0.662816E+00    0.181536E+01   -0.887846E-03   -0.921685E-02    0.112664E+05    0.411355E+04             INF             INF
   0.702090E+00    0.192293E+01   -0.831435E-03   -0.925161E-02    0.112664E+05    0.411355E+04             INF             INF
   0.743692E+00    0.203687E+01   -0.775208E-03   -0.928531E-02    0.112664E+05    0.411355E+04             INF             INF
   0.787758E+00    0.215756E+01   -0.719652E-03   -0.931797E-02    0.112664E+05    0.411355E+04             INF             INF
